,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,Aykhal,66.0,111.5,62.6,54,63,4.72,RU,1629099620
359,Acaraú,-2.8856,-40.12,75.94,87,66,11.07,BR,1629099621
360,Terrace,54.5163,-128.6035,55.31,66,75,2.3,CA,1629099621
361,Zeya,53.75,127.2667,79.56,48,4,1.97,RU,1629099621
362,Horsham,51.064,-0.3272,61.5,66,20,11.5,GB,1629099622
363,Natal,-5.795,-35.2094,70.45,88,0,6.91,BR,1629099580
364,High Prairie,55.4334,-116.4858,63.7,43,34,9.62,CA,1629099622
365,Alveringem,50.9793,2.6775,62.01,81,75,17.27,BE,1629099623
366,Inongo,-1.95,18.2667,74.61,65,100,3.76,CD,1629099623
367,Kavieng,-2.5744,150.7967,81.84,78,96,15.21,PG,1629099624
368,Vanimo,-2.6741,141.3028,82.42,78,11,7.65,PG,1629099624
369,Chipinge,-20.1883,32.6236,63.28,54,9,7.96,ZW,1629099625
370,Cap Malheureux,-19.9842,57.6142,74.46,54,36,7.0,MU,1629099625
371,Tevaitoa,-16.7833,-151.5,79.0,73,8,12.15,PF,1629099625
372,Kaliua,-5.0606,31.7936,80.24,32,29,9.31,TZ,1629099626
373,Znamenskoye,57.1281,73.8282,75.76,45,100,6.29,RU,1629099626
374,Kaeo,-35.1,173.7833,52.32,89,5,6.15,NZ,1629099628
375,Faanui,-16.4833,-151.75,79.16,72,12,12.15,PF,1629099628
376,Leningradskiy,69.3833,178.4167,32.83,92,100,12.21,RU,1629099628
377,Puri,19.8,85.85,86.52,72,100,10.8,IN,1629099629
378,Auki,-8.7676,160.7034,77.23,86,100,2.13,SB,1629099629
379,Mkushi,-13.6202,29.3939,70.52,41,0,9.86,ZM,1629099630
380,Praia,14.9215,-23.5087,79.34,94,75,13.8,CV,1629099630
381,Mariehamn,60.0973,19.9348,60.66,77,0,8.05,AX,1629099630
382,Zaranj,30.9667,61.8833,94.96,7,0,15.84,AF,1629099631
383,Sorong,-0.8833,131.25,83.8,72,63,4.14,ID,1629099631
384,Port Augusta,-32.5,137.7667,57.34,66,0,14.81,AU,1629099632
385,Impfondo,1.6381,18.0667,83.19,62,99,2.13,CG,1629099632
386,Fort Nelson,58.8053,-122.7002,51.39,87,90,14.97,CA,1629099632
387,Macrohon,10.0797,124.9431,86.45,63,20,5.68,PH,1629099633
388,Puerto Limón,10.0,-83.0333,76.42,87,100,4.68,CR,1629099633
389,Chapais,49.7834,-74.8492,55.18,73,87,8.59,CA,1629099634
390,Treinta y Tres,-33.2333,-54.3833,48.47,90,0,1.86,UY,1629099634
391,La Ronge,55.1001,-105.2842,68.25,56,90,9.22,CA,1629099634
392,Camacha,33.0833,-16.3333,83.16,88,20,16.11,PT,1629099635
393,Nouakchott,18.0858,-15.9785,78.73,78,17,8.37,MR,1629099635
394,Tianpeng,30.9866,103.9393,75.67,92,100,9.42,CN,1629099636
395,Coquimbo,-29.9533,-71.3436,51.53,81,75,4.61,CL,1629099636
396,Saskylakh,71.9167,114.0833,63.88,41,100,14.41,RU,1629099637
397,Rome,43.2128,-75.4557,57.83,84,1,3.44,US,1629099552
398,Terekli-Mekteb,44.1671,45.8698,88.03,32,61,12.33,RU,1629099637
399,Soure,-0.7167,-48.5233,76.53,85,93,5.73,BR,1629099638
400,Joshīmath,30.5667,79.5667,80.11,56,19,8.95,IN,1629099638
401,Sandakan,5.8402,118.1179,87.48,70,20,5.75,MY,1629099639
402,Ciudad Bolivar,8.1222,-63.5497,73.06,92,79,3.71,VE,1629099639
403,Sittwe,20.15,92.9,78.57,94,100,11.43,MM,1629099640
404,Tutóia,-2.7619,-42.2744,75.94,88,3,8.34,BR,1629099640
405,Vadsø,70.0744,29.7487,48.36,71,75,11.5,NO,1629099641
406,Tonj,7.2737,28.6822,82.69,65,79,4.07,SS,1629099641
407,Barra dos Coqueiros,-10.9089,-37.0386,73.42,83,20,4.61,BR,1629099641
408,Snåase,64.2457,12.3778,54.81,64,88,2.28,NO,1629099642
409,Ewo,-0.8725,14.8206,83.7,56,85,6.02,CG,1629099642
410,Namatanai,-3.6667,152.4333,77.34,89,100,6.29,PG,1629099643
411,Salisbury,51.0693,-1.7957,61.48,81,75,13.8,GB,1629099594
412,Challans,46.8436,-1.8749,65.97,70,40,15.48,FR,1629099643
413,Yerbogachën,61.2767,108.0108,61.05,74,100,8.3,RU,1629099644
414,Iyo,33.7514,132.7014,76.86,88,75,8.05,JP,1629099644
415,Ceyhan,37.0247,35.8175,91.74,19,0,5.32,TR,1629099645
416,Anchorage,61.2181,-149.9003,57.65,80,1,1.99,US,1629099377
417,São Gabriel da Cachoeira,-0.1303,-67.0892,70.09,99,72,1.41,BR,1629099645
418,Balkhash,46.844,74.9804,72.21,40,40,11.18,KZ,1629099646
419,Lavrentiya,65.5833,-171.0,41.83,89,100,4.81,RU,1629099646
420,Tilichiki,60.4667,166.1,56.7,74,97,4.9,RU,1629099647
421,Guča,43.7767,20.2253,84.99,27,1,0.25,RS,1629099647
422,Conakry,9.538,-13.6773,75.27,94,75,0.0,GN,1629099421
423,Sarangani,5.4033,125.4636,83.64,72,96,11.25,PH,1629099648
424,Yaan,7.3833,8.5667,75.22,90,100,5.5,NG,1629099648
425,At-Bashi,41.1702,75.8106,65.17,25,12,12.93,KG,1629099648
426,Lagoa,39.05,-27.9833,71.73,82,100,10.42,PT,1629099649
427,Dixon,38.4455,-121.8233,78.98,53,1,4.61,US,1629099649
428,Berlevåg,70.8578,29.0864,46.2,81,75,17.27,NO,1629099650
429,Belvidere,42.2639,-88.8443,62.8,87,0,2.75,US,1629099620
430,Karratha,-20.7377,116.8463,85.42,27,66,13.96,AU,1629099650
431,Te Anau,-45.4167,167.7167,39.63,97,100,4.94,NZ,1629099651
432,Nautanwa,27.4333,83.4167,91.6,62,3,2.89,IN,1629099651
433,Valente,-11.4122,-39.4619,60.75,98,76,4.79,BR,1629099652
434,Pisco,-13.7,-76.2167,60.85,82,90,2.3,PE,1629099652
435,Dingle,10.9995,122.6711,86.95,69,74,7.27,PH,1629099652
436,Sabla,12.7525,4.7077,78.73,74,100,2.48,NG,1629099653
437,Yagodnoye,62.55,149.6667,69.24,54,99,6.33,RU,1629099653
438,Duvan,55.695,57.9024,81.19,37,70,4.0,RU,1629099654
439,Shubarshi,48.5872,57.1869,93.43,11,5,2.37,KZ,1629099654
440,Jinchang,38.4953,102.1739,90.97,25,0,14.88,CN,1629099654
441,Baykit,61.67,96.37,60.94,85,94,6.8,RU,1629099655
442,Jaru,-10.4389,-62.4664,73.38,49,0,2.35,BR,1629099655
443,Shihezi,44.3,86.0333,83.8,30,55,10.6,CN,1629099656
444,Tommot,58.9564,126.2925,82.62,48,9,5.7,RU,1629099656
445,San Luis,-33.295,-66.3356,54.41,39,93,11.7,AR,1629099656
446,Eydhafushi,5.1033,73.0708,82.58,74,100,16.11,MV,1629099657
447,Tallahassee,30.4383,-84.2807,80.62,90,40,1.01,US,1629098877
448,Broome,42.2506,-75.833,59.16,95,1,1.01,US,1629099657
449,Muhafazat Lahij,13.1667,44.5833,95.72,32,99,3.74,YE,1629099658
450,Alice Springs,-23.7,133.8833,69.35,13,3,13.8,AU,1629099658
451,Freetown,8.484,-13.2299,76.19,87,100,6.35,SL,1629099643
452,Gizo Government Station,-8.103,156.8419,78.67,84,100,11.27,SB,1629099659
453,Saint-Augustin,51.226,-58.6502,59.76,77,100,11.7,CA,1629099659
454,Umm Kaddadah,13.6017,26.6876,84.87,53,100,11.9,SD,1629099660
455,Vostok,46.4856,135.8833,71.53,51,16,3.18,RU,1629099660
456,Evensk,61.95,159.2333,50.0,92,100,5.99,RU,1629099660
457,Sundumbili,-29.1337,31.3975,68.31,56,0,4.92,ZA,1629099661
458,Vila Velha,-20.3297,-40.2925,67.95,94,75,3.44,BR,1629099661
459,Inta,66.0317,60.1659,66.49,69,99,23.58,RU,1629099662
460,Vestmannaeyjar,63.4427,-20.2734,54.43,89,100,10.96,IS,1629099662
461,Sakakah,29.9697,40.2064,92.77,14,0,7.49,SA,1629099663
462,Paamiut,61.994,-49.6678,44.76,98,100,11.23,GL,1629099663
463,Usinsk,65.9939,57.5281,65.98,74,98,21.23,RU,1629099664
464,Ust-Tsilma,65.441,52.1498,57.36,96,100,6.6,RU,1629099664
465,Gijang,35.2442,129.2139,83.93,69,48,16.24,KR,1629099664
466,Bud,39.447,-86.1758,69.89,85,92,5.64,US,1629099665
467,Santa Cruz de la Sierra,-17.8,-63.1667,62.06,77,1,2.3,BO,1629099665
468,Battle Creek,42.3212,-85.1797,60.58,85,72,2.8,US,1629099666
469,Sitka,57.0531,-135.33,55.29,88,90,3.44,US,1629099666
470,Djibo,14.1022,-1.6306,81.36,66,95,12.5,BF,1629099666
471,Ambilobe,-13.2,49.05,90.25,26,0,1.97,MG,1629099667
472,Pokhara,28.2333,83.9833,82.4,73,67,4.03,NP,1629099667
473,Mehrān,33.1222,46.1646,108.88,11,0,17.52,IR,1629099668
474,Panjāb,34.388,67.0233,73.62,8,0,7.43,AF,1629099668
475,Hualmay,-11.0964,-77.6139,59.95,86,65,7.94,PE,1629099669
476,Warrington,53.3925,-2.5802,60.8,81,75,7.0,GB,1629099669
477,Nurma,59.55,31.0167,65.79,56,37,10.78,RU,1629099669
478,Tabou,4.423,-7.3528,76.71,72,100,4.92,CI,1629099670
479,Souillac,-20.5167,57.5167,74.35,56,20,11.5,MU,1629099670
480,Vrangel',42.7297,133.0839,68.27,68,100,5.59,RU,1629099671
481,Noumea,-22.2763,166.4572,69.78,72,34,12.77,NC,1629099671
482,Honiara,-9.4333,159.95,77.76,89,100,4.54,SB,1629099671
483,Selikhino,50.3672,137.4996,76.14,62,3,5.86,RU,1629099672
484,Darnah,32.767,22.6367,80.64,63,0,16.42,LY,1629099672
485,Comodoro Rivadavia,-45.8667,-67.5,53.46,43,0,8.05,AR,1629099673
486,Hamilton,39.1834,-84.5333,70.05,90,75,0.0,US,1629099673
487,Snyder,32.7179,-100.9176,75.34,73,1,5.75,US,1629099673
488,Beyneu,45.3167,55.2,90.5,16,0,14.09,KZ,1629099674
489,Sola,-13.8833,167.55,77.94,76,84,25.34,VU,1629099674
490,Angoche,-16.2325,39.9086,76.55,63,94,13.91,MZ,1629099675
491,Riyadh,24.6877,46.7219,102.25,10,0,5.75,SA,1629099675
492,Progreso,21.2833,-89.6667,78.91,91,98,6.49,MX,1629099676
493,Port Hedland,-20.3167,118.5667,87.85,18,7,16.11,AU,1629099676
494,Manaquiri,-3.3167,-60.35,77.45,89,91,2.35,BR,1629099676
495,Guarapari,-20.6667,-40.4975,67.89,85,88,2.75,BR,1629099677
496,Urdoma,61.7533,48.5442,69.53,68,44,13.04,RU,1629099677
497,The Valley,18.217,-63.0578,82.09,77,97,15.75,AI,1629099678
498,Rwamagana,-1.9487,30.4347,71.04,36,9,6.17,RW,1629099678
499,Ghanzi,-21.5667,21.7833,70.36,34,0,17.0,BW,1629099679
500,Beira,-19.8436,34.8389,71.69,78,75,11.5,MZ,1629099679
501,High Level,58.5169,-117.136,55.51,94,75,6.91,CA,1629099679
502,Itoman,26.1247,127.6694,88.57,81,75,9.22,JP,1629099680
503,Hirara,24.8,125.2833,88.07,74,40,11.5,JP,1629099680
504,Siocon,7.7061,122.1353,82.85,81,99,5.26,PH,1629099681
505,Zhezkazgan,47.8043,67.7144,84.33,23,10,11.41,KZ,1629099681
506,Buala,-8.145,159.5921,79.38,80,100,1.88,SB,1629099681
507,Manokwari,-0.8667,134.0833,83.12,73,98,7.96,ID,1629099682
508,Durusu,41.3053,28.6767,81.54,60,0,10.0,TR,1629099682
509,Soyo,-6.1349,12.3689,74.61,84,100,8.08,AO,1629099682
510,Kristinestad,62.2743,21.376,64.2,64,11,2.82,FI,1629099683
511,Gobabis,-22.45,18.9667,70.84,24,0,26.31,NA,1629099683
512,Panama City,8.9936,-79.5197,75.15,100,75,2.3,PA,1629099441
513,Tamiahua,21.2667,-97.45,76.41,92,20,4.5,MX,1629099684
514,Koani,-6.1333,39.2833,78.42,78,75,11.5,TZ,1629099684
515,Strezhevoy,60.7333,77.5889,69.78,43,17,10.71,RU,1629099685
516,Kharp,66.8014,65.8081,62.06,70,96,7.02,RU,1629099685
517,Ungaran,-7.1397,110.405,89.26,46,40,10.36,ID,1629099685
518,Pimentel,-6.8367,-79.9342,63.0,85,95,3.0,PE,1629099686
519,Helong,42.5397,128.9972,67.69,95,100,2.93,CN,1629099686
520,Ust'-Ilimsk,58.0006,102.6619,69.84,39,71,12.21,RU,1629099687
521,Sarkand,45.41,79.9186,68.9,52,100,4.88,KZ,1629099687
522,Ayan,56.45,138.1667,69.13,74,78,8.97,RU,1629099688
523,Larsnes,62.2028,5.5773,60.85,84,74,16.37,NO,1629099688
524,Saint Anthony,45.0205,-93.218,67.8,72,1,3.0,US,1629099689
525,Kailua,21.4022,-157.7394,80.58,73,75,8.05,US,1629099689
526,Srednekolymsk,67.45,153.6833,52.74,53,100,12.48,RU,1629099689
527,Mount Vernon,40.9126,-73.8371,73.02,66,40,1.99,US,1629099690
528,Pierre,44.3683,-100.351,77.92,64,1,1.99,US,1629099690
529,Hazorasp,41.3194,61.0742,84.04,15,1,15.7,UZ,1629099691
530,College,64.8569,-147.8028,51.75,93,90,8.05,US,1629099691
531,Maragogi,-9.0122,-35.2225,70.93,82,73,9.26,BR,1629099691
532,Yangi Marg`ilon,40.4272,71.7189,81.75,21,0,6.91,UZ,1629099692
533,Shingū,33.7333,135.9833,80.91,91,100,5.12,JP,1629099692
534,Guerrero Negro,27.9769,-114.0611,71.46,82,16,8.52,MX,1629099693
535,Liverpool,53.4106,-2.9779,60.62,77,75,8.99,GB,1629099667
536,Korla,41.7597,86.1469,88.48,22,92,9.08,CN,1629099693
537,Howell,42.6073,-83.9294,60.49,94,1,0.0,US,1629099694
538,Ereymentau,51.6199,73.1033,76.89,36,20,5.08,KZ,1629099694
539,São Filipe,14.8961,-24.4956,77.02,88,100,5.21,CV,1629099694
540,Aswān,24.0934,32.907,96.1,20,0,13.8,EG,1629099695
541,Sambava,-14.2667,50.1667,76.48,58,2,18.77,MG,1629099695
542,Galveston,29.3669,-94.9669,80.98,92,96,2.33,US,1629099695
543,Deder,9.3167,41.45,67.51,58,33,6.82,ET,1629099696
544,Brae,60.3964,-1.353,53.51,72,91,17.76,GB,1629099696
545,Bonavista,48.6499,-53.1147,68.11,99,100,9.13,CA,1629099697
546,Vestmanna,62.1564,-7.1664,45.52,93,40,0.0,FO,1629099697
547,Olavarría,-36.8927,-60.3225,41.68,93,100,8.03,AR,1629099697
548,Sanmenxia,34.7747,111.1814,82.76,65,99,12.62,CN,1629099698
549,Tres Arroyos,-38.3739,-60.2798,44.58,84,98,12.06,AR,1629099698
550,Santarém,-2.4431,-54.7083,75.33,94,75,0.0,BR,1629099699
551,Prescott,34.54,-112.4685,70.9,100,90,11.5,US,1629099673
552,Phalombe,-15.8064,35.6507,66.63,63,53,4.45,MW,1629099699
553,Saint-Joseph,-21.3667,55.6167,73.76,68,70,15.3,RE,1629099700
554,Campoverde,-8.4753,-74.8058,76.05,64,86,1.43,PE,1629099700
555,Alice Town,25.7167,-79.3,82.94,77,100,9.93,BS,1629099700
556,La Palma,33.8464,-118.0467,80.49,85,1,4.0,US,1629099701
557,Nome,64.5011,-165.4064,46.47,82,90,11.5,US,1629099701
558,Ketchikan,55.3422,-131.6461,51.46,87,18,3.91,US,1629099702
559,Kajaani,64.2273,27.7285,59.05,88,20,6.91,FI,1629099702
560,Jardim,-21.4803,-56.1381,64.98,57,0,3.38,BR,1629099702
561,Smithers,54.7804,-127.1743,53.92,58,90,8.05,CA,1629099703
562,Kita,13.0349,-9.4895,74.08,86,100,1.28,ML,1629099703
563,Kamenka,51.3223,42.7678,75.24,70,95,4.09,RU,1629099704
564,Santa María del Oro,25.9333,-105.3667,64.17,80,37,3.29,MX,1629099704
565,Ürümqi,43.801,87.6005,68.95,60,0,4.47,CN,1629099704
566,Madimba,-10.4,40.3333,78.12,69,20,25.32,TZ,1629099705
567,Ilebo,-4.3167,20.5833,91.26,33,48,4.21,CD,1629099705
568,Nísia Floresta,-6.0911,-35.2086,70.61,91,89,8.57,BR,1629099706
